Date,MSFT,AAPL
2003-04-11,16.205633,0.848247
2003-04-14,16.580639,0.872666
2003-04-15,16.473488,0.860457
2003-04-16,16.68778,0.850818
2003-04-17,17.07618,0.843106
2003-04-21,16.881985,0.844392
2003-04-22,17.250286,0.868168
2003-04-23,17.223505,0.872666
2003-04-24,17.069483,0.86367
2003-04-25,16.888676,0.857886
2003-04-28,17.236906,0.890659
2003-04-29,17.277075,0.903512
2003-04-30,17.123058,0.913794
2003-05-01,17.223505,0.92279
2003-05-02,17.477972,0.928574
2003-05-05,17.317253,1.033962
2003-05-06,17.658777,1.12457
2003-05-07,17.404316,1.134209
2003-05-08,17.236906,1.1567
2003-05-09,17.652086,1.175979
2003-05-12,17.544937,1.192687
2003-05-13,17.404316,1.199756
2003-05-14,17.156542,1.192044
2003-05-15,17.270382,1.203611
2003-05-16,17.123058,1.20811
2003-05-19,16.580639,1.163127
2003-05-20,16.493587,1.143206
2003-05-21,16.091789,1.147061
2003-05-22,16.178841,1.172123
2003-05-23,16.219032,1.177264
2003-05-27,16.600731,1.21325
2003-05-28,16.346254,1.174694
2003-05-29,16.339567,1.163127
2003-05-30,16.480183,1.153488
2003-06-02,16.500273,1.121357
2003-06-03,16.660999,1.11236
2003-06-04,16.654293,1.130996
2003-06-05,16.131971,1.133566
2003-06-06,15.850711,1.102079
2003-06-09,15.904289,1.078945
2003-06-10,16.527058,1.104007
2003-06-11,16.660999,1.121357
2003-06-12,16.734659,1.141921
2003-06-13,16.506973,1.119429
2003-06-16,17.002512,1.174051
2003-06-17,17.38422,1.16891
2003-06-18,17.457888,1.228673
2003-06-19,17.457888,1.229959
2003-06-20,17.631989,1.233814
2003-06-23,17.263685,1.224817
2003-06-24,17.210112,1.206824
2003-06-25,16.915464,1.226745
2003-06-26,17.243597,1.239597
2003-06-27,17.163231,1.203611
2003-06-30,17.169935,1.224817
2003-07-01,17.511465,1.226745
2003-07-02,18.000307,1.238312
2003-07-03,17.745836,1.229316
2003-07-07,18.361912,1.276869
2003-07-08,18.549419,1.310927
2003-07-09,18.395395,1.278154
2003-07-10,18.020391,1.258233
2003-07-11,18.288256,1.275584
2003-07-14,18.348516,1.278797
2003-07-15,18.261473,1.260161
2003-07-16,18.428883,1.276869
2003-07-17,17.873075,1.343058
2003-07-18,18.006992,1.340488
2003-07-21,17.437801,1.324422
2003-07-22,17.665476,1.336632
2003-07-23,17.712351,1.335989
2003-07-24,17.411003,1.317996
2003-07-25,18.006992,1.384185
2003-07-28,17.819502,1.348842
2003-07-29,17.725746,1.331491
2003-07-30,17.565031,1.303216
2003-07-31,17.685564,1.354625
2003-08-01,17.524851,1.332134
2003-08-04,17.531551,1.362979
2003-08-05,17.183323,1.309642
2003-08-06,17.176634,1.261447
2003-08-07,17.21681,1.280725
2003-08-08,17.129757,1.262089
2003-08-11,17.149847,1.263374
2003-08-12,17.230196,1.265945
2003-08-13,17.143143,1.29679
2003-08-14,17.163231,1.283295
2003-08-15,17.102966,1.266587
2003-08-18,17.210112,1.307072
2003-08-19,17.826193,1.305787
2003-08-20,17.712351,1.350127
2003-08-21,17.571724,1.393182
2003-08-22,17.558336,1.341773
2003-08-25,17.745836,1.340488
2003-08-26,17.792711,1.352697
2003-08-27,17.692268,1.380329
2003-08-28,17.752525,1.425955
2003-08-29,17.759232,1.452945
2003-09-02,18.254776,1.468367
2003-09-03,18.951214,1.474793
2003-09-04,19.038273,1.467082
2003-09-05,19.004786,1.445876
2003-09-08,19.31283,1.461298
2003-09-09,18.998089,1.437522
2003-09-10,18.448975,1.425312
2003-09-11,18.643175,1.449731
2003-09-12,18.977999,1.484432
2003-09-15,18.991392,1.42724
2003-09-16,19.35301,1.436879
2003-09-17,19.085138,1.421456
2003-09-18,19.754797,1.470295
2003-09-19,20.06284,1.451017
2003-09-22,19.46685,1.418886
2003-09-23,19.821764,1.441378
2003-09-24,19.058355,1.370048
2003-09-25,18.911036,1.312855
2003-09-26,18.877552,1.329563
2003-09-29,19.306133,1.368762
2003-09-30,18.616388,1.331491
2003-10-01,19.098537,1.335989
2003-10-02,19.085138,1.321852
2003-10-03,19.473549,1.393824
2003-10-06,19.547209,1.432381
2003-10-07,19.513727,1.492144
2003-10-08,19.299437,1.481862
2003-10-09,19.379791,1.506924
2003-10-10,19.359705,1.521704
2003-10-13,19.272646,1.564759
2003-10-14,19.205681,1.577611
2003-10-15,19.576061,1.594962
2003-10-16,19.6838,1.494072
2003-10-17,19.481783,1.461941
2003-10-20,19.764614,1.492144
2003-10-21,19.764614,1.489573
2003-10-22,19.454845,1.462584
2003-10-23,19.468313,1.477364
2003-10-24,17.919466,1.452302
2003-10-27,18.121494,1.452302
2003-10-28,18.316776,1.524274
2003-10-29,18.007006,1.522347
2003-10-30,17.589499,1.48379
2003-10-31,17.602964,1.470938
2003-11-03,17.966606,1.487646
2003-11-04,17.555826,1.472223
2003-11-05,17.576025,1.479934
2003-11-06,17.663574,1.485718
2003-11-07,17.576025,1.445876
2003-11-10,17.50869,1.407319
2003-11-11,17.374006,1.384185
2003-11-12,17.495213,1.434951
2003-11-13,17.299927,1.440735
2003-11-14,17.171976,1.379044
2003-11-17,16.936281,1.357838
2003-11-18,16.936281,1.31157
2003-11-19,17.070974,1.312212
2003-11-20,16.902615,1.309642
2003-11-21,16.909355,1.303216
2003-11-24,17.326868,1.359123
2003-11-25,17.104639,1.32892
2003-11-26,17.138308,1.331491
2003-11-28,17.313395,1.343701
2003-12-01,17.400946,1.39511
2003-12-02,17.27973,1.384185
2003-12-03,17.286461,1.351412
2003-12-04,17.643373,1.359123
2003-12-05,17.495213,1.339845
2003-12-08,17.670303,1.352697
2003-12-09,17.764582,1.31414
2003-12-10,17.906,1.309642
2003-12-11,17.919466,1.362979
2003-12-12,17.946404,1.342416
2003-12-15,18.007006,1.296147
2003-12-16,18.2225,1.292934
2003-12-17,18.209026,1.277512
2003-12-18,18.451456,1.287793
2003-12-19,18.424526,1.265945
2003-12-22,18.303316,1.275584
2003-12-23,18.283113,1.273013
2003-12-24,18.209026,1.31157
2003-12-26,18.323511,1.335346
2003-12-29,18.491869,1.359123
2003-12-30,18.532269,1.367477
2003-12-31,18.431255,1.37326
2004-01-02,18.485138,1.367477
2004-01-05,18.949791,1.42467
2004-01-06,19.017126,1.419529
2004-01-07,18.996923,1.451659
2004-01-08,18.963253,1.501141
2004-01-09,18.626547,1.478006
2004-01-12,18.565939,1.524917
2004-01-13,18.471663,1.549979
2004-01-14,18.653484,1.55512
2004-01-15,18.54574,1.468367
2004-01-16,18.727562,1.460013
2004-01-20,18.922853,1.460656
2004-01-21,19.057531,1.452945
2004-01-22,18.86224,1.425312
2004-01-23,19.178751,1.449731
2004-01-26,19.394232,1.478649
2004-01-27,19.023859,1.482505
2004-01-28,18.660221,1.447161
2004-01-29,18.794901,1.457443
2004-01-30,18.61982,1.449731
2004-02-02,18.451456,1.434309
2004-02-03,18.37739,1.430453
2004-02-04,18.188831,1.40025
2004-02-05,18.155167,1.440735
2004-02-06,18.235971,1.459371
2004-02-09,18.114758,1.4568
2004-02-10,18.195564,1.476721
2004-02-11,18.283113,1.529415
2004-02-12,18.148422,1.524917
2004-02-13,17.906,1.478006
2004-02-17,18.17536,1.488288
2004-02-18,18.027208,1.494714
2004-02-19,17.818459,1.443948
2004-02-20,17.892532,1.43945
2004-02-23,17.919466,1.425955
2004-02-24,18.101286,1.436879
2004-02-25,17.980078,1.465797
2004-02-26,17.845396,1.480577
2004-02-27,17.865591,1.537127
2004-03-01,17.980078,1.543553
2004-03-02,17.771311,1.530058
2004-03-03,17.757853,1.537127
2004-03-04,17.757853,1.61681
2004-03-05,17.744379,1.718343
2004-03-08,17.394203,1.67079
2004-03-09,17.320127,1.741477
2004-03-10,17.084438,1.778749
2004-03-11,16.895885,1.74469
2004-03-12,17.091175,1.771037
2004-03-15,16.94301,1.699708
2004-03-16,16.956486,1.659223
2004-03-17,16.922817,1.682999
2004-03-18,16.761198,1.649584
2004-03-19,16.586115,1.661793
2004-03-22,16.498573,1.661793
2004-03-23,16.262878,1.625164
2004-03-24,16.43796,1.638659
2004-03-25,16.963221,1.726697
2004-03-26,16.85548,1.737622
2004-03-29,17.044031,1.793529
2004-03-30,16.969965,1.794171
2004-03-31,16.788136,1.737622
2004-04-01,16.889153,1.74212
2004-04-02,17.407677,1.767181
2004-04-05,17.475014,1.819876
2004-04-06,17.374006,1.788388
2004-04-07,17.232582,1.754972
2004-04-08,17.158512,1.769109
2004-04-12,17.246058,1.801883
2004-04-13,17.138308,1.730553
2004-04-14,17.178719,1.711917
2004-04-15,16.983429,1.882852
2004-04-16,16.94301,1.87514
2004-04-19,17.192183,1.821804
2004-04-20,17.057499,1.781962
2004-04-21,17.138308,1.781962
2004-04-22,17.475014,1.785175
2004-04-23,18.54574,1.780033
2004-04-26,18.343723,1.743405
2004-04-27,18.330242,1.731195
2004-04-28,17.885801,1.699708
2004-04-29,17.831917,1.720271
2004-04-30,17.596226,1.656652
2004-05-03,17.744379,1.675288
2004-05-04,17.730915,1.679786
2004-05-05,17.710705,1.712559
2004-05-06,17.589499,1.708061
2004-05-07,17.360535,1.713845
2004-05-10,17.461546,1.688783
2004-05-11,17.468287,1.744048
2004-05-12,17.468287,1.754329
2004-05-13,17.576025,1.747261
2004-05-14,17.414413,1.738907
2004-05-17,17.198923,1.711917
2004-05-18,17.394203,1.738907
2004-05-19,17.252789,1.700993
2004-05-20,17.326868,1.716415
2004-05-21,17.434612,1.74212
2004-05-24,17.347067,1.7569
2004-05-25,17.576025,1.825659
2004-05-26,17.602964,1.832085
2004-05-27,17.636637,1.810237
2004-05-28,17.663574,1.803168
2004-06-01,17.58276,1.803168
2004-06-02,17.596226,1.858432
2004-06-03,17.434612,1.825017
2004-06-04,17.475014,1.849436
2004-06-07,17.798256,1.915625
2004-06-08,17.912735,1.950326
2004-06-09,17.82519,1.940686
2004-06-10,18.027208,1.975388
2004-06-14,18.114758,1.935546
2004-06-15,18.458195,1.972175
2004-06-16,18.397593,2.10391
2004-06-17,18.700626,2.108408
2004-06-18,19.091202,2.114834
2004-06-21,19.091202,2.077563
2004-06-22,19.0508,2.120618
2004-06-23,19.057531,2.165601
2004-06-24,19.118139,2.132185
2004-06-25,19.239349,2.165601
2004-06-28,19.044064,2.087845
2004-06-29,19.192209,2.088487
2004-06-30,19.232616,2.091058
2004-07-01,19.27976,2.075635
2004-07-02,19.239349,1.997236
2004-07-06,18.868982,1.988882
2004-07-07,18.922853,1.952896
2004-07-08,18.613079,1.936831
2004-07-09,18.761232,1.929762
2004-07-12,18.781431,1.87257
2004-07-13,18.58614,1.877711
2004-07-14,18.94305,1.900845
2004-07-15,18.767965,2.116119
2004-07-16,18.505341,2.069209
2004-07-19,18.821833,2.054428
2004-07-20,19.071003,2.069209
2004-07-21,19.434645,2.031938
2004-07-22,19.528919,2.035793
2004-07-23,18.875711,1.972818
2004-07-26,19.299961,2.008804
2004-07-27,19.151817,2.083989
2004-07-28,19.246086,2.073707
2004-07-29,19.178751,2.097484
2004-07-30,19.185482,2.078205
2004-08-02,19.205681,2.029367
2004-08-03,18.902651,2.010731
2004-08-04,18.895914,2.042862
2004-08-05,18.539003,2.017158
2004-08-06,18.276375,1.913697
2004-08-09,18.303316,1.947113
2004-08-10,18.666956,2.025512
2004-08-11,18.458195,1.992738
2004-08-12,18.101286,1.951611
2004-08-13,18.195564,1.981814
2004-08-16,18.242708,1.977958
2004-08-17,18.215765,1.983742
2004-08-18,18.491869,2.039649
2004-08-19,18.262903,1.97346
2004-08-20,18.316776,1.979244
2004-08-23,18.397829,1.997236
2004-08-24,18.397829,2.053144
2004-08-25,18.607204,2.123831
2004-08-26,18.532909,2.227291
2004-08-27,18.546417,2.207371
2004-08-30,18.438351,2.19259
2004-08-31,18.438351,2.216367
2004-09-01,18.499132,2.304405
2004-09-02,18.654478,2.291552
2004-09-03,18.31003,2.26392
2004-09-07,18.478876,2.297979
2004-09-08,18.411339,2.335893
2004-09-09,18.424839,2.294122
2004-09-10,18.566673,2.305047
2004-09-13,18.404585,2.287054
2004-09-14,18.532909,2.280628
2004-09-15,18.364061,2.261993
2004-09-16,18.411339,2.335893
2004-09-17,18.580181,2.386659
2004-09-20,18.580181,2.423287
2004-09-21,18.411339,2.442566
2004-09-22,18.316776,2.372521
2004-09-23,18.47212,2.395013
2004-09-24,18.431597,2.396298
2004-09-27,18.364061,2.411721
2004-09-28,18.418089,2.444494
2004-09-29,18.627464,2.485621
2004-09-30,18.674746,2.490119
2004-10-01,19.079981,2.484978
2004-10-04,18.992178,2.49269
2004-10-05,19.167776,2.529962
2004-10-06,19.269087,2.611573
2004-10-07,19.025948,2.546026
2004-10-08,18.904375,2.510041
2004-10-11,18.951658,2.479838
2004-10-12,18.931391,2.460559
2004-10-13,18.931391,2.55438
2004-10-14,18.776045,2.890466
2004-10-15,18.904375,2.923882
2004-10-18,19.188042,3.06847
2004-10-19,19.032698,3.047264
2004-10-20,19.383915,3.050476
2004-10-21,19.289352,3.080679
2004-10-22,18.735525,3.046621
2004-10-25,18.661226,3.055618
2004-10-26,18.843592,3.082607
2004-10-27,19.01244,3.232335
2004-10-28,18.917887,3.353789
2004-10-29,18.890867,3.367284
2004-11-01,18.965162,3.370497
2004-11-02,19.073221,3.437971
2004-11-03,19.228569,3.554284
2004-11-04,19.586527,3.49902
2004-11-05,19.795898,3.51637
2004-11-08,19.775644,3.494521
2004-11-09,20.106585,3.473315
2004-11-10,20.079569,3.518298
2004-11-11,20.248421,3.553641
2004-11-12,20.241657,3.566494
2004-11-15,20.618044,3.549785
2004-11-16,20.414799,3.530507
2004-11-17,20.452436,3.527936
2004-11-18,20.377161,3.559424
2004-11-19,20.219084,3.545288
2004-11-22,20.060999,3.942422
2004-11-23,19.970675,3.937281
2004-11-24,20.053467,4.115926
2004-11-26,20.023359,4.148057
2004-11-29,20.151335,4.398032
2004-11-30,20.181435,4.308711
2004-12-01,20.512655,4.356262
2004-12-02,20.39222,4.19047
2004-12-03,20.497601,4.027888
2004-12-06,20.572876,4.227098
2004-12-07,20.377161,4.041383
2004-12-08,20.595459,4.066445
2004-12-09,20.497601,4.11207
2004-12-10,20.384689,4.186613
2004-12-13,20.512655,4.17119
2004-12-14,20.497601,4.19561
2004-12-15,20.407269,4.193681
2004-12-16,20.444904,4.279792
2004-12-17,20.294353,4.176332
2004-12-20,20.286827,4.030459
2004-12-21,20.377161,4.092793
2004-12-22,20.301884,4.096647
2004-12-23,20.331993,4.113356
2004-12-27,20.211554,4.058734
2004-12-28,20.286827,4.124279
2004-12-29,20.249193,4.140987
2004-12-30,20.143803,4.164123
2004-12-31,20.113697,4.138418
2005-01-03,20.128746,4.067089
2005-01-04,20.204027,4.108857
2005-01-05,20.158863,4.144843
2005-01-06,20.136276,4.148057
2005-01-07,20.076063,4.450085
2005-01-10,20.173914,4.431449
2005-01-11,20.121223,4.1487
2005-01-12,20.158863,4.206535
2005-01-13,19.774954,4.485428
2005-01-14,19.662045,4.511133
2005-01-18,19.812588,4.54005
2005-01-19,19.556654,4.490569
2005-01-20,19.466326,4.527839
2005-01-21,19.308241,4.529768
2005-01-24,19.323305,4.547117
2005-01-25,19.586763,4.630016
2005-01-26,19.579239,4.642868
2005-01-27,19.654514,4.66793
2005-01-28,19.707203,4.754039
2005-01-31,19.78248,4.941682
2005-02-01,19.865288,4.982168
2005-02-02,19.91798,5.117115
2005-02-03,19.707203,5.00016
2005-02-04,19.812588,5.06635
2005-02-07,19.69215,5.072775
2005-02-08,19.752365,5.198727
2005-02-09,19.624403,5.059923
2005-02-10,19.616871,5.035503
2005-02-11,19.549128,5.218648
2005-02-14,19.579239,5.438422
2005-02-15,19.579239,5.681328
2005-02-16,19.473532,5.791857
2005-02-17,19.367815,5.642772
2005-02-18,19.239452,5.578509
2005-02-22,19.050684,5.480834
2005-02-23,19.02803,5.66976
2005-02-24,19.156391,5.714744
2005-02-25,19.065781,5.7186
2005-02-28,18.997824,5.76551
2005-03-01,19.088434,5.719243
2005-03-02,19.073332,5.670404
2005-03-03,19.005377,5.370946
2005-03-04,19.005377,5.502039
2005-03-07,19.231901,5.494326
2005-03-08,19.179043,5.209009
2005-03-09,19.111086,5.057352
2005-03-10,19.201693,5.119042
2005-03-11,18.944962,5.175592
2005-03-14,18.960066,5.182019
2005-03-15,18.809053,5.264273
2005-03-16,18.59763,5.292547
2005-03-17,18.529675,5.430067
2005-03-18,18.356005,5.521317
2005-03-21,18.272943,5.616424
2005-03-22,18.114382,5.50461
2005-03-23,18.257843,5.468623
2005-03-24,18.333357,5.462197
2005-03-28,18.272943,5.466053
2005-03-29,18.061522,5.365805
2005-03-30,18.242743,5.500754
2005-03-31,18.250292,5.355524
2005-04-01,18.212536,5.255277
2005-04-04,18.295601,5.280982
2005-04-05,18.476812,5.383799
2005-04-06,18.62784,5.440349
2005-04-07,18.95252,5.59843
2005-04-08,18.831705,5.621565
2005-04-11,18.854362,5.387655
2005-04-12,19.118637,5.482761
2005-04-13,18.907215,5.274555
2005-04-14,18.756197,4.788741
2005-04-15,18.469267,4.543264
2005-04-18,18.61273,4.577965
2005-04-19,18.59763,4.766891
2005-04-20,18.363558,4.563826
2005-04-21,19.088434,4.778459
2005-04-22,18.861902,4.562541
2005-04-25,18.869459,4.752754
2005-04-26,18.695789,4.651222
2005-04-27,18.869459,4.620375
2005-04-28,18.46171,4.567683
2005-04-29,19.103527,4.634514
2005-05-02,19.050684,4.682067
2005-05-03,19.148842,4.653792
2005-05-04,19.035583,4.774603
2005-05-05,19.050684,4.714198
2005-05-06,19.043123,4.786171
2005-05-09,18.960066,4.751469
2005-05-10,18.801504,4.680781
2005-05-11,18.809053,4.57668
2005-05-12,18.877014,4.386466
2005-05-13,19.103527,4.468721
2005-05-16,19.30805,4.568967
2005-05-17,19.28533,4.544549
2005-05-18,19.467127,4.606238
2005-05-19,19.63376,4.826013
2005-05-20,19.497423,4.826013
2005-05-23,19.580744,5.110046
2005-05-24,19.504992,5.102334
2005-05-25,19.474695,5.112617
2005-05-26,19.618618,5.235997
2005-05-27,19.747391,5.212864
2005-05-31,19.542868,5.110046
2005-06-01,19.550444,5.179449
2005-06-02,19.53529,5.146032
2005-06-03,19.262604,4.914692
2005-06-06,19.217154,4.873566
2005-06-07,19.3232,4.696205
2005-06-08,19.239882,4.745043
2005-06-09,19.3232,4.838864
2005-06-10,19.262604,4.602382
2005-06-13,19.171703,4.613951
2005-06-14,19.209579,4.626802
2005-06-15,19.133841,4.772032
2005-06-16,18.967184,4.881277
2005-06-17,18.967184,4.923689
2005-06-20,19.020208,4.833723
2005-06-21,19.050512,4.865853
2005-06-22,18.989912,4.954534
2005-06-23,19.171703,4.998231
2005-06-24,18.967184,4.853001
2005-06-27,18.97476,4.768177
2005-06-28,18.989912,4.795167
2005-06-29,19.005064,4.674356
2005-06-30,18.815693,4.730906
2005-07-01,18.717228,4.691063
2005-07-05,18.921741,4.881277
2005-07-06,18.709652,4.805449
2005-07-07,18.671772,4.836295
2005-07-08,19.005064,4.915978
2005-07-11,19.156565,4.896699
2005-07-12,19.398951,4.914692
2005-07-13,19.436827,4.92883
2005-07-14,19.671638,5.237284
2005-07-15,19.53529,5.340102
2005-07-18,19.353504,5.33239
2005-07-19,19.815559,5.550879
2005-07-20,19.838291,5.607429
2005-07-21,20.027647,5.563731
2005-07-22,19.451975,5.654981
2005-07-25,19.459547,5.63056
2005-07-26,19.345926,5.607429
2005-07-27,19.482275,5.653696
2005-07-28,19.504992,5.629276
2005-07-29,19.398951,5.481476
2005-08-01,19.63376,5.494326
2005-08-02,20.30792,5.550879
2005-08-03,20.641212,5.554733
2005-08-04,20.694235,5.489187
2005-08-05,21.027527,5.525174
2005-08-08,20.550308,5.481476
2005-08-09,20.716957,5.631847
2005-08-10,20.413969,5.575297
2005-08-11,20.656355,5.654981
2005-08-12,20.489712,5.924877
2005-08-15,20.611275,6.127943
2005-08-16,20.314976,5.944156
2005-08-17,20.47452,6.059825
2005-08-18,20.375763,5.950582
2005-08-19,20.299784,5.890177
2005-08-22,20.444128,5.895318
2005-08-23,20.41374,5.87861
2005-08-24,20.36816,5.882465
2005-08-25,20.535295,5.919736
2005-08-26,20.489712,5.87861
2005-08-29,20.626461,5.891461
2005-08-30,20.649254,5.985282
2005-08-31,20.801195,6.026411
2005-09-01,20.664454,5.945441
2005-09-02,20.527704,5.9403
2005-09-06,20.512505,6.271887
2005-09-07,20.398552,6.256465
2005-09-08,20.216217,6.39784
2005-09-09,20.193424,6.594479
2005-09-12,20.216217,6.606047
2005-09-13,20.117453,6.531505
2005-09-14,19.988298,6.375991
2005-09-15,19.957905,6.409407
2005-09-16,19.805962,6.581627
2005-09-19,19.752787,6.765414
2005-09-20,19.631229,6.836101
2005-09-21,19.365326,6.697296
2005-09-22,19.251369,6.670308
2005-09-23,19.198187,6.837385
2005-09-26,19.198187,6.91964
2005-09-27,19.251369,6.86823
2005-09-28,19.502075,6.564919
2005-09-29,19.707199,6.726856
2005-09-30,19.547665,6.890079
2005-10-03,19.372923,6.996754
2005-10-04,18.977867,6.908073
2005-10-05,18.74235,6.783407
2005-10-06,18.787937,6.644601
2005-10-07,18.68157,6.593193
2005-10-10,18.582813,6.473668
2005-10-11,18.544828,6.630465
2005-10-12,18.461258,6.329722
2005-10-13,18.68157,6.906788
2005-10-14,18.74235,6.940204
2005-10-17,18.635992,6.86823
2005-10-18,18.66638,6.710148
2005-10-19,19.061438,7.061014
2005-10-20,18.833525,7.215242
2005-10-21,18.82592,7.153551
2005-10-24,19.069036,7.298781
2005-10-25,19.015854,7.2101
2005-10-26,19.076628,7.329625
2005-10-27,18.879095,7.12142
2005-10-28,19.39572,7.000609
2005-10-31,19.524864,7.401598
2005-11-01,19.722395,7.390032
2005-11-02,20.102255,7.70491
2005-11-03,20.087061,7.949104
2005-11-04,20.2542,7.859136
2005-11-07,20.520103,7.740897
2005-11-08,20.550493,7.698486
2005-11-09,20.482115,7.725473
2005-11-10,20.580879,7.862993
2005-11-11,20.725227,7.909263
2005-11-14,20.793604,7.897695
2005-11-15,20.953613,8.004368
2005-11-16,21.136482,8.347524
2005-11-17,21.311726,8.292256
2005-11-18,21.38792,8.2974
2005-11-21,21.456495,8.348809
2005-11-22,21.266016,8.549302
2005-11-23,21.27363,8.625131
2005-11-25,21.151722,8.911736
2005-11-28,21.144094,8.952862
2005-11-29,21.090763,8.752368
2005-11-30,21.090763,8.71638
2005-12-01,21.250771,9.202195
2005-12-02,21.342209,9.334575
2005-12-05,21.220291,9.230472
2005-12-06,21.098379,9.517071
2005-12-07,21.144094,9.504222
2005-12-08,21.098379,9.520932
2005-12-09,21.113623,9.553061
2005-12-12,20.91552,9.627605
2005-12-13,20.671688,9.636603
2005-12-14,20.641214,9.25489
2005-12-15,20.511683,9.276739
2005-12-16,20.496439,9.13922
2005-12-19,20.443104,9.173922
2005-12-20,20.465967,9.267743
2005-12-21,20.366903,9.446386
2005-12-22,20.260235,9.513218
2005-12-23,20.298334,9.427111
2005-12-27,20.16119,9.540208
2005-12-28,20.107841,9.455384
2005-12-29,20.016409,9.182919
2005-12-30,19.92498,9.23947
2006-01-03,20.450724,9.607041
2006-01-04,20.549782,9.635316
2006-01-05,20.56502,9.559486
2006-01-06,20.504061,9.806251
2006-01-09,20.465967,9.774118
2006-01-10,20.572639,10.392313
2006-01-11,20.793604,10.783021
2006-01-12,20.679312,10.833144
2006-01-13,20.717409,11.000223
2006-01-17,20.56502,10.887124
2006-01-18,20.443104,10.601804
2006-01-19,20.587885,10.158401
2006-01-20,20.123087,9.779263
2006-01-23,20.077364,9.982324
2006-01-24,20.024029,9.772834
2006-01-25,20.115463,9.536354
2006-01-26,20.191658,9.296016
2006-01-27,21.174578,9.25746
2006-01-30,21.334583,9.639173
2006-01-31,21.448881,9.704719
2006-02-01,21.365065,9.69315
2006-02-02,21.090763,9.266457
2006-02-03,20.984091,9.234325
2006-02-06,20.702169,8.649549
2006-02-07,20.526924,8.688107
2006-02-08,20.504061,8.84362
2006-02-09,20.313572,8.347524
2006-02-10,20.336428,8.650836
2006-02-13,20.107841,8.316678
2006-02-14,20.305956,8.693248
2006-02-15,20.5506,8.896312
2006-02-16,20.497095,9.069818
2006-02-17,20.412991,9.03383
2006-02-21,20.290667,8.878318
2006-02-22,20.428286,9.166209
2006-02-23,20.38241,9.221475
2006-02-24,20.35947,9.184205
2006-02-27,20.680576,9.123797
2006-02-28,20.542957,8.802492
2006-03-01,20.749382,8.880892
2006-03-02,20.619413,8.946438
2006-03-03,20.588833,8.703529
2006-03-06,20.573544,8.41564
2006-03-07,20.688219,8.522313
2006-03-08,20.833481,8.438775
2006-03-09,20.642351,8.216429
2006-03-10,20.77232,8.121322
2006-03-13,20.72645,8.441344
2006-03-14,20.818195,8.65212
2006-03-15,20.917582,8.51203
2006-03-16,20.848766,8.265269
2006-03-17,21.024607,8.310252
2006-03-20,21.322783,8.22414
2006-03-21,21.208101,7.943963
2006-03-22,20.75703,7.92597
2006-03-23,20.52767,7.731898
2006-03-24,20.649994,7.706197
2006-03-27,20.649994,7.648363
2006-03-28,20.565891,7.545543
2006-03-29,20.65764,8.010794
2006-03-30,20.818195,8.064775
2006-03-31,20.8029,8.060918
2006-04-03,21.070488,8.051922
2006-04-04,21.131645,7.861709
2006-04-05,21.208101,8.637982
2006-04-06,21.070488,9.155931
2006-04-07,20.833481,8.969571
2006-04-10,20.864061,8.825626
2006-04-11,20.741735,8.738233
2006-04-12,20.795256,8.573723
2006-04-13,20.695869,8.542875
2006-04-17,20.520031,8.32953
2006-04-18,20.810545,8.510746
2006-04-19,20.665289,8.437489
2006-04-20,20.665289,8.691964
2006-04-21,20.75703,8.616132
2006-04-24,20.72645,8.45034
2006-04-25,20.72645,8.504319
2006-04-26,20.718803,8.758796
2006-04-27,20.833481,8.914307
2006-04-28,18.463436,9.046682
2006-05-01,18.570467,8.94515
2006-05-02,18.356401,9.204764
2006-05-03,17.714197,9.143073
2006-05-04,17.920616,9.141791
2006-05-05,18.195848,9.23947
2006-05-08,18.142332,9.23947
2006-05-09,18.058229,9.128938
2006-05-10,18.172915,9.073674
2006-05-11,17.752424,8.758796
2006-05-12,17.714197,8.70096
2006-05-15,17.76792,8.712524
2006-05-16,17.660465,8.351379
2006-05-17,17.445564,8.387362
2006-05-18,17.52232,8.120037
2006-05-19,17.315086,8.290973
2006-05-22,17.560688,8.145743
2006-05-23,17.491617,8.116183
2006-05-24,18.036549,8.140603
2006-05-25,18.220749,8.267837
2006-05-26,18.205397,8.16759
2006-05-30,17.76792,7.868133
2006-05-31,17.384165,7.681777
2006-06-01,17.514641,7.99023
2006-06-02,17.468588,7.924685
2006-06-05,17.269035,7.711337
2006-06-06,16.985056,7.675352
2006-06-07,16.915983,7.526264
2006-06-08,16.969711,7.809015
2006-06-09,16.823879,7.613659
2006-06-12,16.662701,7.325771
2006-06-13,16.509197,7.496706
2006-06-14,16.793179,7.404168
2006-06-15,16.939009,7.631654
2006-06-16,16.962032,7.397743
2006-06-19,17.307413,7.351475
2006-06-20,17.315086,7.386177
2006-06-21,17.714197,7.4363
2006-06-22,17.560688,7.657358
2006-06-23,17.269035,7.560967
2006-06-26,17.514641,7.581532
2006-06-27,17.545345,7.381035
2006-06-28,17.775595,7.199818
2006-06-29,18.013525,7.578959
2006-06-30,17.883045,7.360472
2006-07-03,18.190048,7.447867
2006-07-05,17.921421,7.325771
2006-07-06,18.021194,7.167689
2006-07-07,17.883045,7.120134
2006-07-10,18.036549,7.068726
2006-07-11,17.729542,7.152266
2006-07-12,17.37649,6.80654
2006-07-13,17.084831,6.71529
2006-07-14,17.107861,6.512224
2006-07-17,17.253683,6.730712
